id,titulo,fragmento_id,texto_fragmento,cluster,x,y
ep109,El amor es una distracción (Y quizás está bien),7,"hacer pero también tienes que pensar que allá incluso en tu lugar tú deberías de tener la decisión todo el tiempo y las opciones de decir esto va va a ser de esta manera no tienes opciones no es que ahora no tengas opciones incluso podrías conocer a alguien ahí y tú decidir alguien aquí perdón y tú decidir que esto va a continuar porque es Una decisión. Y bueno, es una decisión de tu parte y de la parte de la otra persona. Que en ese caso ya no viene de un ideal, sino por la situación que está pasando. Viene de voluntad. Viene de querer. Viene de intentar. Y viene de arriesgar también. Entonces, no sé, como yo lo veo, podemos estar todo el tiempo pensando así como de bueno, pues igual. Esto va a acabar y la verdad que paja invertirle más tiempo y dedicación. Y dejemos",6,-4.1632977,6.09514
ep109,El amor es una distracción (Y quizás está bien),8,"que las cosas tomen su flujo. O... Nos sentamos ahí. Hay otro... Allí en el puente me gustaría más. O decir no. Decir, yo estoy forjando y voy a forzar. Y voy a forjar, no forzar. Voy a forjar esto, ¿no? Voy a forjarle y voy a meterle dedicación así como le hacemos a todo. No sé si me explico. Sí, o sea... Porque por un lado estás dejando que las cosas mueran porque eventualmente mueren. Pero el detalle es qué tanto tiempo nosotros le ponemos a esas cosas, qué tanta inversión, cuánto queremos. Porque entonces es cuando las cosas cobran sentido. Yo siento, a mi parecer, es el tiempo que tú le has dedicado a tu podcast lo que lo hace tan especial. No solo tus proyectos, como... A lo mejor es muy romántico de mi parte, pero pienso en el principito, ¿no? Es el tiempo que le has",3,-3.2177906,4.2586603
ep109,El amor es una distracción (Y quizás está bien),9,"dedicado a tu rosa lo que la hace especial. No es que todas las rosas no sean bellas. Sí son bellas, pero es por eso mismo, porque tú le dedicaste algo. Entonces... No sé, yo pienso que... Claro, del dicho al hecho es diferente, porque... Nosotros tratamos de dejar que las cosas no mueran todo el tiempo. No sé, tenemos que decidir. Pero justamente es lo que decimos, el amor, o al menos como lo estamos viviendo ahora, no es seguro. No es seguro que vas a encontrar algo que estás buscando. Por eso se trata de un riesgo, una apuesta. Pero nada es seguro tampoco. No es seguro que... Todo lo que proyectamos y para todo lo que estamos trabajando va a tener éxito o va a tener el éxito que nosotros estamos idealizando. Podemos hacer que se acerque lo mayor posible, pero nunca va a ser así. Entonces,",6,-5.1529593,6.0879297
ep109,El amor es una distracción (Y quizás está bien),10,"de la misma manera podemos construir relaciones que sean cercanas a lo que nosotros queramos. Pero para eso tenemos que saber bien dónde estamos buscando, con quién estamos buscando. qué es lo que está pasando y qué estamos nosotros dispuestos a hacer para que vaya por ese rumbo. Yo creo que es eso, aceptar que es un riesgo y que todo lo que implica un riesgo, que significa que puedas salir lastimado. Y también, por ejemplo, de qué cosas te puedes recuperar y de qué cosas no, que es algo que... justamente hablaba con la psicóloga. Yo todo el tiempo estoy aprendiendo mucho de ella y yo creo que es súper importante que todos tengamos un psicólogo. ¿De qué cosas, de qué rupturas amorosas me voy a recuperar? ¿De qué caídas me puedo levantar? ¿Qué cosas digo, bueno, a lo mejor esto sí me dolió lo suficiente y sé que",6,-4.5703597,5.9844804
ep109,El amor es una distracción (Y quizás está bien),11,"no lo voy a poder manejar? Justo en ese momento dimos un pequeño salto, comenzamos a hablar sobre... esos prejuicios y cómo entender mejor al otro y aprovecho la oportunidad para invitarte si llegaste hasta acá es porque te está gustando el episodio así que calificanos porfa en Spotify en Apple Podcast en YouTube deja tu like o tu hype o lo que sea si no sabes que es un hype bueno te invito a que mires porque está buenísimo y ayuda mucho al podcast y nada los dejo de nuevo con el episodio Yo tenía una directora, tengo una directora, bueno, ahorita no es mi directora, es una profesora y amiga muy cercana, se llama Fabiola Ruiz. Ella ha hecho muchas obras de teatro y cuando ella me dirigía en el proceso en el cual yo tenía que enamorarme, bueno, de otro personaje, A ver, yo hice dos obras",4,-1.0315876,4.0324497
ep109,El amor es una distracción (Y quizás está bien),12,"con ella. Pedro y Joaquín estaban enamorados y Pedro era un desgraciado. Pedro agarraba y le quitó todo el dinero a Joaquín, se lo robó porque Pedro era muy pobre. Y en la otra obra... Yo tenía que enamorarme de Edda Gabler, que Edda Gabler, así se llama la obra, quema la novela, el manuscrito de un amante suyo, ex amante, y le destroza la vida y el tipo vuelve al alcoholismo, así el drama total. Y cuando nosotros hablamos de realismo, se trata de justamente abarcar la obra desde lo más, la esencia pura. Entender el personaje, saber por qué hizo esto, por qué hizo el otro, bla, bla, bla. Y yo detestaba tanto a Eda Gabler y también a Pedro, porque yo dije, es que qué pedo, ¿no? O sea, agarró y le partió la madre y lo golpeó, pero lo amaba. Y en el caso de Eda",7,-5.4146466,6.252694
ep109,El amor es una distracción (Y quizás está bien),13,"Gabler estaba enamorado de alguien que le jodió la vida a alguien más. Entonces, este... Tuve hartas complicaciones para poder relacionarme con estos personajes y poderlos abarcar bien y que sea creíble y que sea real. Y varias veces me tuvo que dar cachetadas ahí Fabiola, porque Fabiola me dice, tienes que recordar que el papel del actor no es juzgar al personaje. Tú no puedes, no te va a servir de nada criticar. al personaje que tú tienes que abordar. Porque el actor no está para juzgarlo. El actor está para entender. Y bueno, el público ya se va a conmocionar o va a empatizar o no va a empatizar. Probablemente te odie, probablemente no. Pero tú tienes que entender al personaje. Tienes que entender por qué hace esto. Y si no lo entiendes todavía, tienes que encontrar la manera de por qué está haciendo esto. Y ahí cuando",3,-4.4208713,6.3348866
ep109,El amor es una distracción (Y quizás está bien),14,"el dramaturgo o la obra no te da todo el eje esquemático psicológico de lo que le pasa al personaje, entonces en escena tú vas desarrollando y tú te vas dando cuenta de que probablemente en el caso de Edda Gabler, Edda Gabler a pesar de que lo tenía todo, porque lo tenía todo, tenía una grande mansión, tenía los caballos, tenía dos esposos, tenía un amante, no era feliz. Ella tenía una depresión muy fuerte y no lo sabía. ¿Por qué? Porque eran los 1910. Porque ella iba a tener un hijo y se había dado cuenta de que iba a tener un hijo de un hombre que no quería y no podía no tenerlo. Ella era una mujer que la casaron a los 17 años y ella no quería ser casada porque ella a escondidas se vestía de hombre. Y no entendía muchas cosas, pero sabía que era",7,-5.221991,6.2883363
ep109,El amor es una distracción (Y quizás está bien),15,"sumamente infeliz a pesar de tener todo lo que tenía. Ella se quería matar. Entonces te das cuenta de qué es lo que le pasa a Edda Gabler y por qué en la obra hace tantas cosas tan horribles para hacia todos los demás. Y en el caso de Joaquín, bueno, nada que decir, él estaba... Él estaba escapando de la muerte de la dictadura militar de 1920, más o menos, que aconteció en Chile. ¿Por qué? Porque el gobierno estaba constantemente buscando a perseguidos políticos, y además de perseguidos políticos, homosexuales. Y agarraba y los tomaba y los llevaba a una isla a reformarse, pero ellos no volvían nunca. Y los tiraban al fondo del mar. Entonces no es de extrañar que Pedro haya fingido ser el amante de alguien más y que a la vez tenga una esposa. O sea, sí, pudo haber hecho cosas sumamente cuestionables, pero",6,-5.450708,5.760999
ep109,El amor es una distracción (Y quizás está bien),16,"hay que entenderlo. Y ya después a lo mejor podemos empezar a hablar, no ahorita que ya estamos, volvemos a la realidad, salimos de la ficción, empezamos a hablar, oye, ¿qué pasa con esto? No sé, ¿tienes problemas con esto? ¿Qué te genera? Abrimos la mesa del diálogo y nos salimos de la ficción por un momento. Pero es necesario también entender, primero entender y después empezar a dialogar. Y a lo mejor construir algo. Pero es necesario el diálogo. No, no sé. Es que el episodio me ha puesto como... No quiero decir que a pensar en muchas cosas porque si me preguntas una ya mismo no te sé decir nada. Pero... No sé. O sea, como esa idea de primero analizar sin juzgar, es algo que me estoy dando cuenta de que es muy normal, ¿no? Hacerlo, juzgar primero. Y separarse como de eso y ver las cosas",3,-3.86809,4.9587917
ep109,El amor es una distracción (Y quizás está bien),17,"como de otro modo, intentando entender a la otra persona, no es sencillo. Pero es necesario. O sea, yo creí que todos lo hacíamos. O sea, es que no sé. Uno procura no ser prejuicioso, pero, hombre. Claro. No, sí, es verdad. O sea, yo tampoco sé en qué momento dejé de enjuiciar a la gente. O sea, trato de, ¿no? Porque a veces también lo tengo. Cuando me preguntaste por la cocaína, ¿te acuerdas? Ah, a lo mejor también eso es un buen método, ¿no? Como el empezar a... La comedia. No, la comedia irónica, ¿no? ¿Cómo te sentiste? Muy bien, yo creo que... ¿De qué? ¿De los agujeros? No, güey, no, estúpido. La conversación en general. Uy, hubo un punto donde me desenvolví así... Porque me trajiste al recuerdo muchas cosas. Y no, yo siento que... Igual pienso varias cosas sobre lo que tú decías, ¿no? Pero igual",3,-6.2251377,6.2385535
ep109,El amor es una distracción (Y quizás está bien),18,"espero que esto construya. Yo estaba muy rígido en la posición en cuanto a las relaciones, pero cuando uno lo ve desde una perspectiva de marica, hay que intentarlo, porque... Y de hecho eso lo decía en el podcast que escuché hoy. no sabes cuándo va a llegar esa persona pueden ser siete intentos o siete mil pero si no hay ni uno eso aplica para todo en la vida yo siento si tú te sientes como quieres empezar un podcast por ejemplo pero te quedas en quiero empezar un podcast quiero empezar un podcast eso no hace que vayas a tener un podcast no te va a caer del cielo O sea, como que lo estoy pensando alrededor de eso. No quiere decir que vaya a conseguir pareja apenas llegue a Colombia. Pero por lo menos me llevó como una idea diferente. La referencia. Va a ser denso en",5,-1.3915682,4.3941455
ep109,El amor es una distracción (Y quizás está bien),19,"algún momento. Total. Entonces, ¿cerramos con esto? Sí, yo creo que sí. ¿Hay algo más para decir? Hola. Muchas gracias por tu tiempo. Hola, nos vemos en un próximo episodio. Chau. Síganme. Mis redes sociales. Ese fue el episodio de esta semana. Gracias por llegar hasta el final. Y bueno, el episodio terminó, pero la diversión está lejos de acabar. Porque en Inminente Podcast hay más de 100 episodios disponibles. Así que, si quieres seguir escuchando, vete a la descripción de la plataforma en la que estés y escucha los episodios recomendados. Si te gustó este, probablemente esos que están en la descripción te van a encantar también. Chao.",4,-0.6116403,3.8489273
